initiator_role,metadata,app_version,initiator,session_id,ip_address,previous_hash,event_type,feature,action,user_agent,hash,status,id,created_date,updated_date,created_by_id,is_sample
"system","{""count"":500}","2025.5","System","sess_1771627142026_kizojxfhw","","","EXPORT_DATA","AuditLog","Exported audit logs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","227c2bee0a9e44a4e5375efafeec17956df3a64945fdff7c277fe073291546a4","SUCCESS","6998e4e3f816eba8f8ef66e8","2026-02-20T22:49:07.261000","2026-02-20T22:49:07.261000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","26aa6f80cbb546b2ea7328d4bd476358399a01b51dcf750105f19e17860e18cc","AUTHORIZED","6998e3867751e5823d116dda","2026-02-20T22:43:18.987000","2026-02-20T22:43:18.987000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","08766fecbb861883e6462801183f61cf906b3bf23c312a247de34f7d8485b8cf","AUTHORIZED","6998e38641325975027c9fc2","2026-02-20T22:43:18.775000","2026-02-20T22:43:18.775000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","1f3a61d44b231ce2aefeaa2ba758c553291b6790daae2faddcff1a379c9a7fc1","AUTHORIZED","6998e386fb9d43ff06f4bdb6","2026-02-20T22:43:18.539000","2026-02-20T22:43:18.539000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","b75a8ca14b31851a17afdd23246303261c75d377b426fd9df1cc88f95dfc867d","AUTHORIZED","6998e38643cfa0063735563a","2026-02-20T22:43:18.094000","2026-02-20T22:43:18.094000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","4878bc7153d8291ae8984c7fce23492f0cae09c2851620246039da1febdefce3","AUTHORIZED","6998e38569db23a093ff6e05","2026-02-20T22:43:17.700000","2026-02-20T22:43:17.700000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","27d8b4efe08b8c767e8f2f79e0140fb63720e0a59bc762d89bac27d0802ef1f3","AUTHORIZED","6998e3852c4b65244182ec0b","2026-02-20T22:43:17.170000","2026-02-20T22:43:17.170000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","7bddb3795770621cdf4a4c5a6a7b8c1d23dbb894cb8034deefe07270185a82fe","AUTHORIZED","6998e38416c9a0b2f9f77239","2026-02-20T22:43:16.967000","2026-02-20T22:43:16.967000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","3568ae7370679663584ac66a9ad9ce7f2bdd59f73cd8ff341c9c4a4623e6a290","AUTHORIZED","6998e384a1a273ce8304bac1","2026-02-20T22:43:16.702000","2026-02-20T22:43:16.702000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","ce464e98845470560adf3c8e64bd08ca43521effd89f38f7d8cebdb41185daa4","AUTHORIZED","6998e384ae4d8234822393da","2026-02-20T22:43:16.463000","2026-02-20T22:43:16.463000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","24ec458c322b183fb645bdc4a01a0beca5a7fe521c20e0c1c8826253e04c7620","AUTHORIZED","6998e383ea682a94b9965c73","2026-02-20T22:43:15.836000","2026-02-20T22:43:15.836000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","48fb8553365d99452854cf78732fd94c9250271e5ce5e404eaf52e1e19e34392","AUTHORIZED","6998e381312d2ef3516cd231","2026-02-20T22:43:13.379000","2026-02-20T22:43:13.379000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","a669cc97abf62d4fee36c669a2d772b21dc73bd7b9dcef6725b97f0364d73a2a","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","6001167a54ad4c482d6c0ed4119ef870d4ed6af2f0c6e53ab17ba28cd1fcbf96","AUTHORIZED","6998e37ed3a792b3f4626465","2026-02-20T22:43:10.351000","2026-02-20T22:43:10.351000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","a669cc97abf62d4fee36c669a2d772b21dc73bd7b9dcef6725b97f0364d73a2a","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","e89982878ba7465416011e6f02d35de6707e62e38761ef1da92639b5073bc0d3","AUTHORIZED","6998e37d1b9b525909123dc3","2026-02-20T22:43:09.731000","2026-02-20T22:43:09.731000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","a669cc97abf62d4fee36c669a2d772b21dc73bd7b9dcef6725b97f0364d73a2a","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","fdf72e866b22ad8e1599e632e94fe151e5f86d68a407f5abb9bf39b3238037a8","AUTHORIZED","6998e37d660744d1aa332845","2026-02-20T22:43:09.483000","2026-02-20T22:43:09.483000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","a669cc97abf62d4fee36c669a2d772b21dc73bd7b9dcef6725b97f0364d73a2a","AUTHORIZED","6998e37c953ae4bbe7d8579b","2026-02-20T22:43:08.826000","2026-02-20T22:43:08.826000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","4d576c991d931a5201d882ffc7c132e267ba7f3839049baa66cfe7ac2fb92029","AUTHORIZED","6998e37c9baadc8deae34b73","2026-02-20T22:43:08.648000","2026-02-20T22:43:08.648000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","41533afc2616f51535e826aa73e2e2771727fe3e3f0f72d48fe338ddaf3e2998","AUTHORIZED","6998e37c524b50dc011ee8d8","2026-02-20T22:43:08.415000","2026-02-20T22:43:08.415000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","586e14d637672861990fd4e213ba4e7596c4fa34c68d3740445613aa038112dd","AUTHORIZED","6998e37bc39d19a460c2a059","2026-02-20T22:43:07.966000","2026-02-20T22:43:07.966000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","a05c2e4fe7cd36f8a1d420176e80c3494cf17f7bf75f673159df306291b209b0","AUTHORIZED","6998e37bc855639d0ca2a379","2026-02-20T22:43:07.656000","2026-02-20T22:43:07.656000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c480c2c600e85b6fa93f8fedc7bc8f8f486fc06d9a112cfc3f259340d864615f","AUTHORIZED","6998e37b19bbf38b120b75e9","2026-02-20T22:43:07.270000","2026-02-20T22:43:07.270000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","b2a8bd572a61422a320cc6f8720c7c119e4832ec81fdd7637046d1ebb98083d0","AUTHORIZED","6998e37aa018cc3bfa4156e1","2026-02-20T22:43:06.701000","2026-02-20T22:43:06.701000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","6acde79dcb11bd8afed0c938318560f6d312221dcfeb43ab3aa824719a2504bb","AUTHORIZED","6998e379caf44fea1c6e6106","2026-02-20T22:43:05.991000","2026-02-20T22:43:05.991000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","d92c141dd9f1e6dbded4aaeb307cc77381eb95dc1bfaf3f999667525ace4d078","AUTHORIZED","6998e379c95f84d465f6f230","2026-02-20T22:43:05.241000","2026-02-20T22:43:05.241000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","20e5b08446dfc01633ab6c01b50a00ac1269b7a3fbe639dbeabee5d8b72462f9","AUTHORIZED","6998e376af00f45d8dfc6985","2026-02-20T22:43:02.774000","2026-02-20T22:43:02.774000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","af7941ad64664ac3669d9d826335e40f164e093370b6e55d6715a002f5f2ffeb","AUTHORIZED","6998e376e2a58e53d0b8dc4c","2026-02-20T22:43:02.293000","2026-02-20T22:43:02.293000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","5ebb081364d1cb6c9ffec05613d58e938bc96cf9462ddd7f5b360e1929282ef0","AUTHORIZED","6998e375f64ca73c774ed8be","2026-02-20T22:43:01.903000","2026-02-20T22:43:01.903000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c16b499e295a50a0e957978f471a92a0937dcf37eb4cf27e5d4026ae291ec0cb","AUTHORIZED","6998e375dbbbab705a2f7b20","2026-02-20T22:43:01.740000","2026-02-20T22:43:01.740000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","8b9a8c7526c13d88698bd4f305c49c009f9435b5738ab140c39086068b9e115b","AUTHORIZED","6998e3740eb31b9a2bb69c8f","2026-02-20T22:43:00.635000","2026-02-20T22:43:00.635000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","658a722fcc00afd48ffa8a465f1eae4fd025fb340770c79869824051dc8e16d8","AUTHORIZED","6998e373ebc3e4718d66e6c8","2026-02-20T22:42:59.312000","2026-02-20T22:42:59.312000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","2954a1e4d1503d163fd62a25d3f4d793a730e8fc93b0f9a2aaf214ecd5f44c3f","AUTHORIZED","6998e371ebc3e4718d66e6c7","2026-02-20T22:42:57.953000","2026-02-20T22:42:57.953000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","4e064b5f44fd9a7250f013ecdc4e2c04a593c912be9f9551be56c6485089bc3a","AUTHORIZED","6998e371311171c4f46a1fb9","2026-02-20T22:42:57.591000","2026-02-20T22:42:57.591000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","024283a8bda92bf9a5a010a8278b072db088397a7d15d06cc223ad53f3dcaecc","AUTHORIZED","6998e37067e6d187871d38b5","2026-02-20T22:42:56.795000","2026-02-20T22:42:56.795000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","e7657df6d372ea4742ef1ce2b6d53ace6f9868df8ec5175e6653ee66e84fcbbc","AUTHORIZED","6998e3701a59cde5efc29f91","2026-02-20T22:42:56.251000","2026-02-20T22:42:56.251000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","d07ec707a258acdb5a34bfd4eb718ddee2d77acc978a2bb8681f8be3ba5c49fb","AUTHORIZED","6998e36f6cf6cc89faa060ac","2026-02-20T22:42:55.899000","2026-02-20T22:42:55.899000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","76b6f0ea1cebc9feed72d56e48cf1de1ae75400e388e3405898065c3af9ac80d","AUTHORIZED","6998e36f16a725a2e874bed0","2026-02-20T22:42:55.596000","2026-02-20T22:42:55.596000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","23072fc30e1e21cd700b3fdd6c7d09ff052400416d9541a0464dda45e87a441d","AUTHORIZED","6998e36cc6e92e78e95ea6f0","2026-02-20T22:42:52.924000","2026-02-20T22:42:52.924000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","cc453748c987d2ef5bf340b123bcaff35efc9347ff11dfc2eec60ed650e1064b","AUTHORIZED","6998e36c7c1ea60ed6241d3a","2026-02-20T22:42:52.268000","2026-02-20T22:42:52.268000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","8bfcbeb98c9228ae250ecf098601883eb0b1b4a10ceb0da29ec0931d29bb1a0d","AUTHORIZED","6998e36ceeae963e34623343","2026-02-20T22:42:52.052000","2026-02-20T22:42:52.052000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","04474ed14caed2a5e037cc565b59cdb20c06971a03736f3d687fda523a141843","AUTHORIZED","6998e36b1a59cde5efc29f8b","2026-02-20T22:42:51.742000","2026-02-20T22:42:51.742000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","04a26bf34df07f73524f7afb85d2357c02c1e6b728a7fdd37a24cc3e65808ce4","AUTHORIZED","6998e36b977469e61f39612a","2026-02-20T22:42:51.119000","2026-02-20T22:42:51.119000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","7df139903431f54005f99b25ccbffadc418715486c77457a25b7d23bcbeaf798","AUTHORIZED","6998e36841325975027c9fb3","2026-02-20T22:42:48.238000","2026-02-20T22:42:48.238000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","4f73dc072629e197563ab734e4caa502e633c51cfc627f405e9229c01ea6242f","AUTHORIZED","6998e3630eccaec54287b060","2026-02-20T22:42:43.686000","2026-02-20T22:42:43.686000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":500}","2025.5","User","sess_1771625723161_brz8285ih","","6739f1e43c3ab0cdb247765203965ea0950d24d317fb7340fb3c1785a37b476e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","52bfd8d0c5962ec83f9ecdbd22e4e8e29ffcfd3e4c5a9fb5b221e4730de1c148","AUTHORIZED","6998e363977469e61f396127","2026-02-20T22:42:43.345000","2026-02-20T22:42:43.345000","68dbfcb329e82d13ee45e2a3","false"
