avatar_name,scene_context,facial_features,body_type,hairstyle,clothing,accessories,ai_suggestions,is_favorite,tags,id,created_date,updated_date,created_by_id,is_sample
"PIXELYNX_1762707416778","general","{""face_shape"":""angular"",""eye_size"":0.6920189366473657,""eye_color"":""#2E5090"",""nose_size"":0.6999999999999906,""mouth_size"":0.749999999999805,""skin_tone"":""#7B5B3A""}","{""height"":2.0499997162123695,""build"":""curvy"",""proportions"":{""torso_length"":1.0799943300383688,""arm_length"":1.0499231172621244,""leg_length"":1.0799999998589946}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""bracelet""]","","false","[]","6910c7daf81231132eb2e4cd","2025-11-09T16:56:58.406000","2025-11-09T16:56:58.406000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707415879","general","{""face_shape"":""angular"",""eye_size"":0.799999877707021,""eye_color"":""#2E5090"",""nose_size"":0.5581932504971467,""mouth_size"":0.7499934736022426,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.0799864801319443,""arm_length"":1.0499945787842622,""leg_length"":1.0799999999999814}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d9ac6314869929cfb0","2025-11-09T16:56:57.640000","2025-11-09T16:56:57.640000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707415256","general","{""face_shape"":""oval"",""eye_size"":0.7997426175030862,""eye_color"":""#2E5090"",""nose_size"":0.6999999996918845,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049999964921839,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999991220288,""arm_length"":1.05,""leg_length"":1.079952267577291}}","{""style"":""short"",""color"":""#000000"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""watch""]","","false","[]","6910c7d9e5afbb3a1b47945a","2025-11-09T16:56:57.618000","2025-11-09T16:56:57.618000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707414487","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7491782810764551,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999999947,""arm_length"":1.0499501750720548,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d9b58f07f14ac3160a","2025-11-09T16:56:57.571000","2025-11-09T16:56:57.571000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707413805","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.7,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.049356692251205,""arm_length"":1.049999999999511,""leg_length"":1.079988076813679}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d90182f665d841c213","2025-11-09T16:56:57.550000","2025-11-09T16:56:57.550000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707413126","general","{""face_shape"":""angular"",""eye_size"":0.7999999999999996,""eye_color"":""#48D1CC"",""nose_size"":0.6999999986200751,""mouth_size"":0.7486571022592486,""skin_tone"":""#FFF5E1""}","{""height"":2.049998112121901,""build"":""average"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":1.0799999999999963}}","{""style"":""short"",""color"":""#FF1493"",""texture"":""straight""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7d6b5af0297e72a3add","2025-11-09T16:56:54.374000","2025-11-09T16:56:54.374000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707412371","general","{""face_shape"":""oval"",""eye_size"":0.7999999999901799,""eye_color"":""#9370DB"",""nose_size"":0.7,""mouth_size"":0.7329497708950098,""skin_tone"":""#2C1608""}","{""height"":2.049999999974167,""build"":""curvy"",""proportions"":{""torso_length"":1.079987523786878,""arm_length"":1.049999912220136,""leg_length"":1.0799999999998708}}","{""style"":""natural_afro"",""color"":""#BCAAA4"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""pants"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d5e365666a5e436818","2025-11-09T16:56:53.626000","2025-11-09T16:56:53.626000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707411636","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.6999999999999938,""mouth_size"":0.7499999999644072,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.0799999999787548,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7d5e5773d4456745737","2025-11-09T16:56:53.168000","2025-11-09T16:56:53.168000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707410954","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499999999594034,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.0767524005744882,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses""]","","false","[]","6910c7d413f8e17ffdbd03fe","2025-11-09T16:56:52.432000","2025-11-09T16:56:52.432000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707410257","general","{""face_shape"":""angular"",""eye_size"":0.7999999998611611,""eye_color"":""#48D1CC"",""nose_size"":0.6981378221037526,""mouth_size"":0.7499443848755951,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999888872,""arm_length"":1.049989793993546,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d32929ef7c4d319f85","2025-11-09T16:56:51.654000","2025-11-09T16:56:51.654000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707409390","general","{""face_shape"":""oval"",""eye_size"":0.7752952914112495,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999932823,""mouth_size"":0.7499999999995979,""skin_tone"":""#FFF5E1""}","{""height"":2.0499999999999945,""build"":""curvy"",""proportions"":{""torso_length"":1.079999999999857,""arm_length"":1.049999497389976,""leg_length"":1.0799999993490383}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""straight""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7d2d12d8b433ac3d788","2025-11-09T16:56:50.758000","2025-11-09T16:56:50.758000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707408416","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999999855,""mouth_size"":0.7499999999999991,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.0745138110014039,""arm_length"":1.0499999999999998,""leg_length"":1.0799999998967151}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""earrings""]","","false","[]","6910c7d1c5f02253bf736387","2025-11-09T16:56:49.783000","2025-11-09T16:56:49.783000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707407344","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499998662592977,""skin_tone"":""#FFF5E1""}","{""height"":2.0499997238130594,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999998349,""arm_length"":1.0498008243510861,""leg_length"":1.0799999999999963}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""pants"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d1cc009d9e58cb5327","2025-11-09T16:56:49.766000","2025-11-09T16:56:49.766000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707406260","general","{""face_shape"":""angular"",""eye_size"":0.7900304868429223,""eye_color"":""#2E5090"",""nose_size"":0.7,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049999298344141,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.0499999999999945,""leg_length"":1.0799999999998193}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""shorts"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7d0edd7a8e641996bf7","2025-11-09T16:56:48.172000","2025-11-09T16:56:48.172000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707405631","general","{""face_shape"":""angular"",""eye_size"":0.7999999999416061,""eye_color"":""#2E5090"",""nose_size"":0.6043594611405514,""mouth_size"":0.7499999999999869,""skin_tone"":""#2C1608""}","{""height"":2.0499999999997445,""build"":""average"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":1.0799704271976296}}","{""style"":""medium_wavy"",""color"":""#000000"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7cf0182f665d841c207","2025-11-09T16:56:47.084000","2025-11-09T16:56:47.084000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707403329","general","{""face_shape"":""angular"",""eye_size"":0.7241778289702581,""eye_color"":""#48D1CC"",""nose_size"":0.6962623446407155,""mouth_size"":0.7499990297278187,""skin_tone"":""#2C1608""}","{""height"":2.05,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":0.9419477319840461}}","{""style"":""short"",""color"":""#000000"",""texture"":""straight""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7ce3e1bfe474d631976","2025-11-09T16:56:46.330000","2025-11-09T16:56:46.330000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707404897","general","{""face_shape"":""angular"",""eye_size"":0.7999999999999996,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999999988,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049999999999987,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999999996,""arm_length"":1.049994768571924,""leg_length"":1.0799999999998566}}","{""style"":""natural_afro"",""color"":""#A1887F"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""watch""]","","false","[]","6910c7cec53424fd54d803da","2025-11-09T16:56:46.289000","2025-11-09T16:56:46.289000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707404167","general","{""face_shape"":""angular"",""eye_size"":0.7734151536726587,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499999999997253,""skin_tone"":""#2C1608""}","{""height"":1.8066024363328705,""build"":""curvy"",""proportions"":{""torso_length"":1.0799992476531992,""arm_length"":1.0499999999994696,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#FF69B4"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""watch""]","","false","[]","6910c7ce49ee6e2d000d08ed","2025-11-09T16:56:46.288000","2025-11-09T16:56:46.288000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707402805","general","{""face_shape"":""angular"",""eye_size"":0.7999999999460359,""eye_color"":""#2E5090"",""nose_size"":0.6999999801610964,""mouth_size"":0.7499914523214247,""skin_tone"":""#4E342E""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.0799999998801268,""arm_length"":1.0499789493897882,""leg_length"":1.0799999999999996}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7cc463bf648eeedf25e","2025-11-09T16:56:44.170000","2025-11-09T16:56:44.170000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707400925","general","{""face_shape"":""angular"",""eye_size"":0.7999999999071994,""eye_color"":""#228B22"",""nose_size"":0.6992698055430118,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049999992945323,""build"":""average"",""proportions"":{""torso_length"":1.0799999994945393,""arm_length"":1.05,""leg_length"":1.0799999999759844}}","{""style"":""natural_afro"",""color"":""#0000CD"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""watch""]","","false","[]","6910c7cbf81231132eb2e4ba","2025-11-09T16:56:43.502000","2025-11-09T16:56:43.502000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707402260","general","{""face_shape"":""angular"",""eye_size"":0.7999999999961703,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499999999659307,""skin_tone"":""#2C1608""}","{""height"":2.049545551244354,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999972643395,""arm_length"":1.05,""leg_length"":1.0799781463325275}}","{""style"":""curly_medium"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7cbba4e4ccd6c283781","2025-11-09T16:56:43.491000","2025-11-09T16:56:43.491000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707400363","general","{""face_shape"":""angular"",""eye_size"":0.7999999999971565,""eye_color"":""#48D1CC"",""nose_size"":0.6964237866440529,""mouth_size"":0.7499376176976387,""skin_tone"":""#2C1608""}","{""height"":2.049989513132502,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999996754,""arm_length"":1.0499999999487155,""leg_length"":1.0446871657185728}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""jacket"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c9c5f02253bf73637b","2025-11-09T16:56:41.675000","2025-11-09T16:56:41.675000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707398867","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.6999990845391695,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.049999696209226,""build"":""curvy"",""proportions"":{""torso_length"":0.9948114540403611,""arm_length"":1.0499998389269583,""leg_length"":1.0799999999998773}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c85981f1d335c3ca9e","2025-11-09T16:56:40.360000","2025-11-09T16:56:40.360000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707397457","general","{""face_shape"":""oval"",""eye_size"":0.7999999999999848,""eye_color"":""#48D1CC"",""nose_size"":0.6888793123660317,""mouth_size"":0.75,""skin_tone"":""#FFF5E1""}","{""height"":2.049999849879465,""build"":""curvy"",""proportions"":{""torso_length"":1.079755221868231,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""pants"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c88b128731951c2bcd","2025-11-09T16:56:40.318000","2025-11-09T16:56:40.318000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707396806","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999035676,""mouth_size"":0.7499999999999999,""skin_tone"":""#2C1608""}","{""height"":2.0499861961168127,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":0.9569966251220763,""leg_length"":1.0799999999991317}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c680551a87e34b3e92","2025-11-09T16:56:38.258000","2025-11-09T16:56:38.258000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707396301","general","{""face_shape"":""angular"",""eye_size"":0.7999999999899703,""eye_color"":""#48D1CC"",""nose_size"":0.6413775243523911,""mouth_size"":0.7499999999999639,""skin_tone"":""#3E2723""}","{""height"":1.8607265905533565,""build"":""average"",""proportions"":{""torso_length"":1.0799987958743602,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""short"",""color"":""#FFFFFF"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7c5c5f02253bf736376","2025-11-09T16:56:37.693000","2025-11-09T16:56:37.693000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707395744","general","{""face_shape"":""angular"",""eye_size"":0.75510313100842,""eye_color"":""#48D1CC"",""nose_size"":0.699999788407918,""mouth_size"":0.7499999999807374,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.079999238105878,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c5e365666a5e43680b","2025-11-09T16:56:37.064000","2025-11-09T16:56:37.064000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707394376","general","{""face_shape"":""angular"",""eye_size"":0.71474241044746,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999936185,""mouth_size"":0.7499999999997959,""skin_tone"":""#2C1608""}","{""height"":2.049999999997865,""build"":""curvy"",""proportions"":{""torso_length"":0.9844088513080411,""arm_length"":1.0499974883796828,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""hat"",""watch""]","","false","[]","6910c7c344759b86fe9b8488","2025-11-09T16:56:35.699000","2025-11-09T16:56:35.699000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707393504","general","{""face_shape"":""angular"",""eye_size"":0.799999999551222,""eye_color"":""#48D1CC"",""nose_size"":0.6999999999999601,""mouth_size"":0.75,""skin_tone"":""#2C1608""}","{""height"":2.0499999996529734,""build"":""curvy"",""proportions"":{""torso_length"":1.079999999996093,""arm_length"":1.05,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c24bb8db2b5453eab2","2025-11-09T16:56:34.746000","2025-11-09T16:56:34.746000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707392906","general","{""face_shape"":""angular"",""eye_size"":0.7999999955099015,""eye_color"":""#48D1CC"",""nose_size"":0.6999667351897179,""mouth_size"":0.7497531758355205,""skin_tone"":""#FFF5E1""}","{""height"":2.049829834065015,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999990488,""arm_length"":1.049999999753742,""leg_length"":1.079999999999422}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c2ae123bdb83e4910e","2025-11-09T16:56:34.296000","2025-11-09T16:56:34.296000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707392185","general","{""face_shape"":""angular"",""eye_size"":0.7998241940002913,""eye_color"":""#48D1CC"",""nose_size"":0.6999999912347871,""mouth_size"":0.7499894285749017,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.0799999999999998,""arm_length"":1.05,""leg_length"":1.0799999999047258}}","{""style"":""short"",""color"":""#DC143C"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7c144759b86fe9b8484","2025-11-09T16:56:33.755000","2025-11-09T16:56:33.755000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707391480","general","{""face_shape"":""angular"",""eye_size"":0.7999999988998893,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.7499999999114688,""skin_tone"":""#FFF5E1""}","{""height"":2.0500000000000003,""build"":""average"",""proportions"":{""torso_length"":1.0799897748094105,""arm_length"":1.0499999999982013,""leg_length"":1.0799914836980387}}","{""style"":""faded"",""color"":""#000000"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7c0aa385085cb9bc55c","2025-11-09T16:56:32.980000","2025-11-09T16:56:32.980000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707390646","general","{""face_shape"":""angular"",""eye_size"":0.7999999997897441,""eye_color"":""#48D1CC"",""nose_size"":0.6999999998485997,""mouth_size"":0.7499965649324534,""skin_tone"":""#FFF5E1""}","{""height"":2.049999999932172,""build"":""curvy"",""proportions"":{""torso_length"":1.08,""arm_length"":1.05,""leg_length"":1.0799999999997794}}","{""style"":""short"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""bracelet""]","","false","[]","6910c7c016d323a7be4a5838","2025-11-09T16:56:32.043000","2025-11-09T16:56:32.043000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707389924","general","{""face_shape"":""angular"",""eye_size"":0.7999999999999716,""eye_color"":""#48D1CC"",""nose_size"":0.6999999995185345,""mouth_size"":0.7499804175324721,""skin_tone"":""#2C1608""}","{""height"":2.0500000000000003,""build"":""curvy"",""proportions"":{""torso_length"":1.079999999999959,""arm_length"":1.031762620462725,""leg_length"":1.0703496521740135}}","{""style"":""natural_afro"",""color"":""#FFEFD5"",""texture"":""straight""}","{""top"":""crop_top"",""bottom"":""skirt"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat"",""watch""]","","false","[]","6910c7bf52489cd7fe8f2902","2025-11-09T16:56:31.450000","2025-11-09T16:56:31.450000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707388944","general","{""face_shape"":""angular"",""eye_size"":0.8,""eye_color"":""#48D1CC"",""nose_size"":0.6999999983260858,""mouth_size"":0.75,""skin_tone"":""#5D4037""}","{""height"":2.049999999999837,""build"":""average"",""proportions"":{""torso_length"":1.0799999999998922,""arm_length"":1.0103687473102478,""leg_length"":1.0799998050202326}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""tshirt"",""bottom"":""leggings"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7be16d323a7be4a5836","2025-11-09T16:56:30.744000","2025-11-09T16:56:30.744000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707389504","general","{""face_shape"":""angular"",""eye_size"":0.7999999960337051,""eye_color"":""#48D1CC"",""nose_size"":0.7,""mouth_size"":0.75,""skin_tone"":""#FFF5E1""}","{""height"":2.049999995039468,""build"":""curvy"",""proportions"":{""torso_length"":1.079999803658028,""arm_length"":1.0499999999999965,""leg_length"":1.08}}","{""style"":""natural_afro"",""color"":""#F5F5F5"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""skirt"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7bec88ead6ff598b27f","2025-11-09T16:56:30.694000","2025-11-09T16:56:30.694000","68dbfcb329e82d13ee45e2a3","false"
"PIXELYNX_1762707388387","general","{""face_shape"":""oval"",""eye_size"":0.8,""eye_color"":""#2E5090"",""nose_size"":0.7,""mouth_size"":0.7499999999999998,""skin_tone"":""#FFDAB9""}","{""height"":2.049999999964834,""build"":""curvy"",""proportions"":{""torso_length"":1.0744779940937776,""arm_length"":1.0499999999999992,""leg_length"":1.078089913541539}}","{""style"":""natural_afro"",""color"":""#000000"",""texture"":""coily""}","{""top"":""crop_top"",""bottom"":""jeans"",""color_scheme"":[""#FF0000"",""#0000FF""],""texture_pattern"":""solid""}","[""glasses"",""hat""]","","false","[]","6910c7bd3220bfa70157bf80","2025-11-09T16:56:29.602000","2025-11-09T16:56:29.602000","68dbfcb329e82d13ee45e2a3","false"
